,id,suite,divisible_minimum,available_sqm,is_for_rent,is_for_sale,rent_price,currency_rent_price,sale_price,currency_sale_price,images_gallery,images_gallery_thumbnail,map_image,description,notes,contacts,date_available,updated,cam,currency_cam,confirmed,all_confirmed,valid,is_favorite,building.id,building.position.lat,building.position.lng,building.building_name,building.full_address,building.industrial_park,building.images_gallery_thumbnail,building.market,building.building_status,building.is_for_rent,building.is_for_sale,building.total_spaces,building.slug,building.confirmed,other_spaces.contact,other_spaces.spaces_list
272,2535,,,1714.84,True,False,128.3,MXN,,,['https://solili.s3.amazonaws.com/media/PI-28877_1613417830.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28877_thumbnail_1613417830.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.27260855309527,-98.8880728913578&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.27260855309527,-98.8880728913578&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"El precio de renta total es de $220,000.00 mxn","[{'id': 986, 'name': 'JOAQUIN DE LA PEÑA ALVAREZ ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'RE/MAX Be', 'phone': '(+52) 55 52500808', 'confirmed': True, 'directory_url': '/perfil/joaquin-de-la-pena-alvarez-remax-be/'}]",Inmediato,2022-07-20,,,True,True,True,False,28877,19.27260855309527,-98.8880728913578,Bodega La Bomba,"Villahermosa , Chalco, Estado de México",Fuera de Parque,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28877_thumbnail_1613417830.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,bodega-la-bomba-ciudad-de-mexico-cdmx,True,JOAQUIN DE LA PEÑA ALVAREZ ,[]
273,2561,,2900.0,5800.0,True,False,172.0,MXN,,,['https://solili.s3.amazonaws.com/media/PI-26523_1607473189.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26523_thumbnail_1607473189.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.602434,-99.211051&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.602434,-99.211051&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"2 Bodegas de 2,200 m2 c/u y 700 m2 de oficinas c/u.","[{'id': 10545, 'name': 'Leonardo Aguilar ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Realty Connect', 'phone': '(+52) 55 1663 0989', 'confirmed': True, 'directory_url': '/perfil/leonardo-aguilar-realty-connect/'}]",Inmediato,2022-07-20,,,True,True,True,False,26523,19.602434,-99.211051,Nave Pirules,"Pirules S/N, Cuautitlán Izcalli, Estado de México",Parque Industrial San Martin Obispo,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26523_thumbnail_1607473189.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,nave-pirules-ciudad-de-mexico-cdmx,True,Leonardo Aguilar ,[]
274,2613,,,10680.0,True,False,6.5,USD,,,"['https://solili.s3.amazonaws.com/media/PI-20361_1553536527.jpg', 'https://solili.s3.amazonaws.com/media/PI-20361_1553530140.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-20361_thumbnail_1553536527.jpg', 'https://solili.s3.amazonaws.com/media/PI-20361_thumbnail_1553536527.jpg', 'https://solili.s3.amazonaws.com/media/PI-20361_thumbnail_1553530140.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.700561,-99.226912&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.700561,-99.226912&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 2665, 'name': 'Aaron Mercado ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': ""O'Donnell"", 'phone': '(+52) 55 52813600', 'confirmed': True, 'directory_url': '/perfil/aaron-mercado-odonnell/'}, {'id': 12187, 'name': 'Miguel Ángel Beltrán', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': ""O'Donnell"", 'phone': '(+52) 55 3966 3748', 'confirmed': True, 'directory_url': '/perfil/miguel-angel-beltran-odonnell/'}]",December-22,2022-07-19,,,True,True,True,False,20361,19.700561,-99.226912,Edificio IV,"Carretera Tepotzotlán - La Aurora Km 1, Cuautitlán Izcalli, Estado de México",O'Donnell Puente México,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-20361_thumbnail_1553536527.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,edificio-iv-ciudad-de-mexico-cdmx,True,Aaron Mercado ,[]
275,2615,,,12494.0,True,False,6.5,USD,,,"['https://solili.s3.amazonaws.com/media/PI-20360_1553536592.jpg', 'https://solili.s3.amazonaws.com/media/PI-20360_1553530164.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-20360_thumbnail_1553536592.jpg', 'https://solili.s3.amazonaws.com/media/PI-20360_thumbnail_1553536592.jpg', 'https://solili.s3.amazonaws.com/media/PI-20360_thumbnail_1553530164.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.701495,-99.226655&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.701495,-99.226655&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 2665, 'name': 'Aaron Mercado ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': ""O'Donnell"", 'phone': '(+52) 55 52813600', 'confirmed': True, 'directory_url': '/perfil/aaron-mercado-odonnell/'}, {'id': 12187, 'name': 'Miguel Ángel Beltrán', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': ""O'Donnell"", 'phone': '(+52) 55 3966 3748', 'confirmed': True, 'directory_url': '/perfil/miguel-angel-beltran-odonnell/'}]",Inmediato,2022-07-19,,USD,True,True,True,False,20360,19.701495,-99.226655,Edificio III,"Carretera Tepotzotlán - La Aurora Km 1, Cuautitlán Izcalli, Estado de México",O'Donnell Puente México,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-20360_thumbnail_1553536592.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,edificio-iii-ciudad-de-mexico-cdmx,True,Aaron Mercado ,[]
276,2639,,,4000.0,True,False,85.0,MXN,,,['https://solili.s3.amazonaws.com/media/PI-13404_1530316718.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-13404_thumbnail_1530316718.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.71832,-99.2042&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.71832,-99.2042&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,No empresas que generen basura o ensucien las instalaciones,"[{'id': 10838, 'name': 'Lic. Rodriguez ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Directo', 'phone': '(+52) 55 7488 7200', 'confirmed': True, 'directory_url': '/perfil/lic-rodriguez/'}]",Inmediato,2022-07-19,,,True,True,True,False,13404,19.71832,-99.2042,Nave 13,"Av. del Convento , Tepotzotlán, Estado de México",El Trebol,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-13404_thumbnail_1530316718.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,nave-13-ciudad-de-mexico-cdmx,True,Lic. Rodriguez ,[]
277,2659,,,6677.0,True,False,95.0,MXN,,,"['https://solili.s3.amazonaws.com/media/PI-28934_1623703202.jpg', 'https://solili.s3.amazonaws.com/media/PI-28934_1615926738.jpg', 'https://solili.s3.amazonaws.com/media/PI-28934_1615926721.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28934_thumbnail_1623703202.jpg', 'https://solili.s3.amazonaws.com/media/PI-28934_thumbnail_1615926738.jpg', 'https://solili.s3.amazonaws.com/media/PI-28934_thumbnail_1615926721.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.718612,-99.206988&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.718612,-99.206988&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 150, 'name': 'Ana Luisa Garcia ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Aldo Conti', 'phone': '(+52) 55 3273 2938', 'confirmed': True, 'directory_url': '/perfil/ana-luisa-garcia-aldo-conti/'}]",Inmediato,2022-07-19,,,True,True,True,False,28934,19.718612,-99.206988,Indutepoz,"Industrial S/N, Tepotzotlán, Estado de México",El Trebol,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28934_thumbnail_1623703202.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,indutepoz-ciudad-de-mexico-cdmx,True,Ana Luisa Garcia ,[]
278,2694,,,18435.0,True,False,5.0,USD,,,"['https://solili.s3.amazonaws.com/media/PI-28914_1615315821.jpg', 'https://solili.s3.amazonaws.com/media/PI-28914_1615315849.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28914_thumbnail_1615315821.jpg', 'https://solili.s3.amazonaws.com/media/PI-28914_thumbnail_1615315821.jpg', 'https://solili.s3.amazonaws.com/media/PI-28914_thumbnail_1615315849.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.652991,-99.145968&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.652991,-99.145968&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 1712, 'name': 'Alejandro Funcia ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Grupo D y H', 'phone': '(+52) 55 1970 6213', 'confirmed': True, 'directory_url': '/perfil/alejandro-funcia-grupo-d-y-h/'}]",December-22,2022-07-19,9.0,MXN,True,True,True,False,28914,19.652991,-99.145968,Nave 3," , Tultepec, Estado de México",Premium Park Tultepec II,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28914_thumbnail_1615315821.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,nave-3-ciudad-de-mexico-cdmx,True,Alejandro Funcia ,[]
279,2695,,,3014.0,True,False,87.0,MXN,,,"['https://solili.s3.amazonaws.com/media/--PI-8901481482141_building.jpg', 'https://solili.s3.amazonaws.com/media/PI-890_1608051773.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/--PI-8901481482141_building_space.jpg', 'https://solili.s3.amazonaws.com/media/PI-890_thumbnail_1608051773.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.31476389052689,-99.55821662786819&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.31476389052689,-99.55821662786819&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,Bodega D-1,"[{'id': 1967, 'name': 'Ismael J. Quiroz López', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Pulso Inmobiliario', 'phone': '(+52) 55 50034800', 'confirmed': True, 'directory_url': '/perfil/ismael-j-quiroz-lopez-pulso-inmobiliario/'}]",Inmediato,2022-07-20,5.0,MXN,True,True,True,False,890,19.31476389052689,-99.5582166278682,Nave D,"Camino Real a San Pedro Totoltepec S/N, Toluca, Estado de México",Parque Industrial Siporex II,['https://d1qt0l5rwmztsk.cloudfront.net/media/--PI-8901481482141_building_space.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,2,nave-d-ciudad-de-mexico-cdmx,True,Ismael J. Quiroz López,"[{'id': 3175, 'company': 'Pulso Inmobiliario', 'available_space': 3488.0, 'is_for_rent': True, 'rent_price': 87.0, 'currency_rent_price': 'MXN', 'is_for_sale': False, 'sale_price': None, 'currency_sale_price': None, 'fit_out': 'conditioned', 'images_gallery_thumbnail': ['https://d1qt0l5rwmztsk.cloudfront.net/media/--PI-8901481482141_building_space.jpg']}]"
280,2740,,,31630.0,True,False,6.0,USD,,,"['https://solili.s3.amazonaws.com/media/PI-26682_1584640574.jpg', 'https://solili.s3.amazonaws.com/media/PI-26682_1584640527.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26682_thumbnail_1584640574.jpg', 'https://solili.s3.amazonaws.com/media/PI-26682_thumbnail_1584640574.jpg', 'https://solili.s3.amazonaws.com/media/PI-26682_thumbnail_1584640527.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.691714,-99.234926&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.691714,-99.234926&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 2665, 'name': 'Aaron Mercado ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': ""O'Donnell"", 'phone': '(+52) 55 52813600', 'confirmed': True, 'directory_url': '/perfil/aaron-mercado-odonnell/'}, {'id': 12187, 'name': 'Miguel Ángel Beltrán', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': ""O'Donnell"", 'phone': '(+52) 55 3966 3748', 'confirmed': True, 'directory_url': '/perfil/miguel-angel-beltran-odonnell/'}]",Inmediato,2022-07-19,0.59,USD,True,True,True,False,26682,19.691714,-99.234926,Edificio 2,"Tlaloc S/N, Cuautitlán Izcalli, Estado de México",O'Donnell La Laguna,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-26682_thumbnail_1584640574.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,edificio-2-ciudad-de-mexico-cdmx,True,Aaron Mercado ,[]
281,2749,,,19311.0,True,False,6.7,USD,,,"['https://solili.s3.amazonaws.com/media/PI-25639_1628175515.jpg', 'https://solili.s3.amazonaws.com/media/PI-25639_1628175222.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-25639_thumbnail_1628175515.jpg', 'https://solili.s3.amazonaws.com/media/PI-25639_thumbnail_1628175515.jpg', 'https://solili.s3.amazonaws.com/media/PI-25639_thumbnail_1628175222.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.650814,-99.193808&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.650814,-99.193808&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 1444, 'name': 'Jennifer Norgelina ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'BTS Development', 'phone': '(+52) 55 5280 5050 Ext. 108', 'confirmed': True, 'directory_url': '/perfil/jennifer-norgelina-bts-development/'}, {'id': 1445, 'name': 'Rodrigo Fernández ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'BTS Development', 'phone': '(+52) 55 5280 5050', 'confirmed': True, 'directory_url': '/perfil/rodrigo-fernandez-bts-development/'}, {'id': 3160, 'name': 'Gabriela Carrera ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'BTS Development', 'phone': '(+52) 55 5280 5050 Ext. 111', 'confirmed': True, 'directory_url': '/perfil/gabriela-carrera-bts-development/'}]",November-22,2022-07-19,,,True,True,True,False,25639,19.650814,-99.193808,Edificio 2,"Av. Ciencias 13, Cuautitlán Izcalli, Estado de México",Campus Cuautitlán,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-25639_thumbnail_1628175515.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,edificio-2-ciudad-de-mexico-cdmx,True,Jennifer Norgelina ,[]
282,2788,,,22252.0,True,False,,USD,,,"['https://solili.s3.amazonaws.com/media/PI-29017_1623948509.jpg', 'https://solili.s3.amazonaws.com/media/PI-29017_1623186874.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29017_thumbnail_1623948509.jpg', 'https://solili.s3.amazonaws.com/media/PI-29017_thumbnail_1623948509.jpg', 'https://solili.s3.amazonaws.com/media/PI-29017_thumbnail_1623186874.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.293942,-99.554274&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.293942,-99.554274&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Precio de acuerdo a proyecto, contactar al broker.","[{'id': 1858, 'name': 'Jorge Urrutia ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'LITOS', 'phone': '(+52) 55 55961000', 'confirmed': True, 'directory_url': '/perfil/jorge-urrutia-litos/'}]",Inmediato,2022-07-19,,,True,True,True,False,29017,19.293942,-99.554274,Nave 1,"Av. De la Industria Automotriz 31, Lerma, Estado de México",Lerma,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29017_thumbnail_1623948509.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,nave-1-ciudad-de-mexico-cdmx,True,Jorge Urrutia ,[]
283,2789,,,23004.0,True,False,,USD,,,"['https://solili.s3.amazonaws.com/media/PI-29018_1623948454.jpg', 'https://solili.s3.amazonaws.com/media/PI-29018_1623187805.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29018_thumbnail_1623948454.jpg', 'https://solili.s3.amazonaws.com/media/PI-29018_thumbnail_1623948454.jpg', 'https://solili.s3.amazonaws.com/media/PI-29018_thumbnail_1623187805.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.293742,-99.553361&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.293742,-99.553361&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Precio de acuerdo a proyecto, contactar al broker.","[{'id': 1858, 'name': 'Jorge Urrutia ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'LITOS', 'phone': '(+52) 55 55961000', 'confirmed': True, 'directory_url': '/perfil/jorge-urrutia-litos/'}]",Inmediato,2022-07-19,,,True,True,True,False,29018,19.293742,-99.553361,Nave 2,"Av. De la Industria Automotriz 31, Lerma, Estado de México",Lerma,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29018_thumbnail_1623948454.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,nave-2-ciudad-de-mexico-cdmx,True,Jorge Urrutia ,[]
284,2790,,,12597.0,True,False,,USD,,,"['https://solili.s3.amazonaws.com/media/PI-29019_1623948553.jpg', 'https://solili.s3.amazonaws.com/media/PI-29019_1623188111.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29019_thumbnail_1623948553.jpg', 'https://solili.s3.amazonaws.com/media/PI-29019_thumbnail_1623948553.jpg', 'https://solili.s3.amazonaws.com/media/PI-29019_thumbnail_1623188111.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.294236,-99.551914&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.294236,-99.551914&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,"Precio de acuerdo a proyecto, contactar al broker.","[{'id': 1858, 'name': 'Jorge Urrutia ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'LITOS', 'phone': '(+52) 55 55961000', 'confirmed': True, 'directory_url': '/perfil/jorge-urrutia-litos/'}]",Inmediato,2022-07-19,,,True,True,True,False,29019,19.294236,-99.551914,Nave 3,"Av. De la Industria Automotriz 31, Lerma, Estado de México",Lerma,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29019_thumbnail_1623948553.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,nave-3-ciudad-de-mexico-cdmx,True,Jorge Urrutia ,[]
285,2909,,,4520.0,True,False,72.0,MXN,,,['https://solili.s3.amazonaws.com/media/PI-28922_1630698818.jpg'],['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28922_thumbnail_1630698818.jpg'],"https://maps.googleapis.com/maps/api/staticmap?center=19.742269132891177,-99.21456012467267&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.742269132891177,-99.21456012467267&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 12164, 'name': 'Selene Almoraz', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'Logistica Almarvil', 'phone': '(+52) 55 1988 0727', 'confirmed': True, 'directory_url': '/perfil/None/'}]",Inmediato,2022-07-20,,,True,True,True,False,28922,19.742269132891177,-99.21456012467269,Bodega la Luz,"Av. La Luz S/N, Tepotzotlán, Estado de México",Fuera de Parque,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-28922_thumbnail_1630698818.jpg'],Área Metropolitana de Ciudad de México,Existente,True,False,1,bodega-la-luz-ciudad-de-mexico-cdmx,True,Selene Almoraz,[]
286,2913,,,47343.0,True,False,7.5,USD,,,"['https://solili.s3.amazonaws.com/media/PI-29032_1623962743.jpg', 'https://solili.s3.amazonaws.com/media/PI-29032_1623962712.jpg', 'https://solili.s3.amazonaws.com/media/PI-29032_1623962674.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29032_thumbnail_1623962743.jpg', 'https://solili.s3.amazonaws.com/media/PI-29032_thumbnail_1623962743.jpg', 'https://solili.s3.amazonaws.com/media/PI-29032_thumbnail_1623962712.jpg', 'https://solili.s3.amazonaws.com/media/PI-29032_thumbnail_1623962674.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.704645,-99.185919&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.704645,-99.185919&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 1888, 'name': 'Adriana Valadez ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'MPA Group', 'phone': '(+52) 442 9620540', 'confirmed': True, 'directory_url': '/perfil/adriana-valadez-mpa-group/'}]",Inmediato,2022-07-18,,,True,True,True,False,29032,19.704645,-99.185919,MEX008,"Av. Juárez 400, Cuautitlán Izcalli, Estado de México",MQ Cuautitlan Izcalli,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29032_thumbnail_1623962743.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,mex008-ciudad-de-mexico-cdmx,True,Adriana Valadez ,[]
287,2914,,,20870.0,True,False,7.5,USD,,,"['https://solili.s3.amazonaws.com/media/PI-29033_1623963062.jpg', 'https://solili.s3.amazonaws.com/media/PI-29033_1623963028.jpg', 'https://solili.s3.amazonaws.com/media/PI-29033_1623963010.jpg']","['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29033_thumbnail_1623963062.jpg', 'https://solili.s3.amazonaws.com/media/PI-29033_thumbnail_1623963062.jpg', 'https://solili.s3.amazonaws.com/media/PI-29033_thumbnail_1623963028.jpg', 'https://solili.s3.amazonaws.com/media/PI-29033_thumbnail_1623963010.jpg']","https://maps.googleapis.com/maps/api/staticmap?center=19.705244,-99.182852&zoom=15&scale=false&size=600x400&maptype=roadmap&format=png&style=feature:all|element:all|visibility:simplified&visual_refresh=true&markers=icon:https://s3-us-west-2.amazonaws.com/solili/static/assets/img/maps/point-marker-black_20x20.png|19.705244,-99.182852&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,,"[{'id': 1888, 'name': 'Adriana Valadez ', 'professional_photo': 'https://solili.s3.amazonaws.com/static/upgrade/src/img/utils/default_photo.png', 'company': 'MPA Group', 'phone': '(+52) 442 9620540', 'confirmed': True, 'directory_url': '/perfil/adriana-valadez-mpa-group/'}]",Inmediato,2022-07-18,,,True,True,True,False,29033,19.705244,-99.182852,MEX009,"Av. Juárez 400, Cuautitlán Izcalli, Estado de México",MQ Cuautitlan Izcalli,['https://d1qt0l5rwmztsk.cloudfront.net/media/PI-29033_thumbnail_1623963062.jpg'],Área Metropolitana de Ciudad de México,En construcción,True,False,1,mex009-ciudad-de-mexico-cdmx,True,Adriana Valadez ,[]
