,id,solili_id,thumbnail,leasing_company,building_id,building_name,space_slug,building_municipality_address,divisible_minimum,available_sqm,rent_price,rent_currency,sale_price,sale_currency,industrial_park,market,all_confirmed,is_favorite,space_membership,is_for_rent,is_for_sale,Estado
86,2636,SI-2636,https://solili.s3.amazonaws.com/media/PI-17573_thumbnail_1562369647.jpg,NAI Mexico,17573,Building I,/nave-en-renta/building-i-saltillo-sal/2636/,"Saltillo, Coahuila de Zaragoza",,2601.28522070512,3.8750076,USD,,,Santa Monica Industrial Park,Saltillo,True,False,0,True,False,Cohauila
87,2637,SI-2637,https://solili.s3.amazonaws.com/media/PI-17574_thumbnail_1562369846.jpg,NAI Mexico,17574,Building II,/nave-en-renta/building-ii-saltillo-sal/2637/,"Saltillo, Coahuila de Zaragoza",,4180.63696184751,3.8750076,USD,,,Santa Monica Industrial Park,Saltillo,True,False,0,True,False,Cohauila
88,1079,SI-1079,https://solili.s3.amazonaws.com/media/PI-17583_thumbnail_1562971615.jpg,,17583,Nave 2 Mencorsa Derramadero,/nave-en-renta/nave-2-mencorsa-derramadero-saltillo-sal/1079/,"Saltillo, Coahuila de Zaragoza",,8000.0,4.7361204,USD,,,Mencorsa Derramadero Industrial Park,Saltillo,True,False,5,True,False,Cohauila
89,1334,SI-1334,https://solili.s3.amazonaws.com/media/PI-20479_thumbnail_1563296398.jpg,,20479,Building I,/nave-en-renta/building-i-saltillo-sal/1334/,"Ramos Arizpe, Coahuila de Zaragoza",,12541.9108855425,,,,,Cactus Valley Industrial Park,Saltillo,True,False,5,True,False,Cohauila
90,1335,SI-1335,https://solili.s3.amazonaws.com/media/PI-20205_thumbnail_1591135994.jpg,,20205,Hirata Building,/nave-en-renta/hirata-building-saltillo-sal/1335/,"Saltillo, Coahuila de Zaragoza",,2480.04674881154,3.5520903,USD,,,Fuera de parque,Saltillo,True,False,5,True,False,Cohauila
91,1651,SI-1651,https://solili.s3.amazonaws.com/media/PI-25634_thumbnail_1623360421.jpg,,25634,Nave Lote 5,/nave-en-renta/nave-lote-5-saltillo-sal/1651/,"Ramos Arizpe, Coahuila de Zaragoza",,5039.71140598537,4.1979249,USD,,,360 Industrial Park,Saltillo,True,False,5,True,False,Cohauila
92,1796,SI-1796,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1796/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
93,1797,SI-1797,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1797/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
94,1798,SI-1798,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1798/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
95,1799,SI-1799,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1799/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
96,1800,SI-1800,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1800/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
97,1801,SI-1801,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1801/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
98,1802,SI-1802,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1802/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
99,1803,SI-1803,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1803/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
100,1804,SI-1804,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1804/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
101,1805,SI-1805,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1805/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
102,1806,SI-1806,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1806/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
103,1807,SI-1807,https://solili.s3.amazonaws.com/media/PI-21072_thumbnail_1624469879.jpg,,21072,Nave L13/14,/nave-en-renta/nave-iii-saltillo-sal/1807/,"Saltillo, Coahuila de Zaragoza",,724.922449184358,4.3,USD,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
104,1818,SI-1818,https://solili.s3.amazonaws.com/media/PI-26660_thumbnail_1581100369.jpg,,26660,Plaza Industrial los Pinos,/nave-en-renta/plaza-industrial-los-pinos-saltillo-sal/1818/,"Ramos Arizpe, Coahuila de Zaragoza",10763.9,31653.9250142374,,,,,Pinos Business Park,Saltillo,True,False,5,True,False,Cohauila
105,1905,SI-1905,"https://maps.googleapis.com/maps/api/staticmap?center=25.440918,-100.897676&zoom=18&scale=false&size=300x200&maptype=satellite&format=png&style=feature:all|element:all|visibility:simplified|hue:0x0081ff&visual_refresh=true&markers=%7C25.440918,-100.897676&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,26714,Inventory M 16,/nave-en-renta/inventory-m-16-saltillo-sal/1905/,"Arteaga, Coahuila de Zaragoza",,12775.562040188,,USD,,,Arteaga II Industrial Park,Saltillo,True,False,5,True,False,Cohauila
106,1948,SI-1948,https://solili.s3.amazonaws.com/media/PI-26730_thumbnail_1590773253.jpg,,26730,Centenario de Torreón,/nave-en-renta/centenario-de-torreon-saltillo-sal/1948/,"Saltillo, Coahuila de Zaragoza",,2729.99960051691,3.6597294,USD,,,Fuera de Parque,Saltillo,True,False,5,True,False,Cohauila
107,2010,SI-2010,https://solili.s3.amazonaws.com/media/PI-18919_thumbnail_1619217242.jpg,,18919,Santa Maria B901,/nave-en-renta/santa-maria-b901-saltillo-sal/2010/,"Ramos Arizpe, Coahuila de Zaragoza",,3393.99994983236,4.4132031,USD,,,Santa Maria Industrial Park,Saltillo,True,False,5,True,False,Cohauila
108,2031,SI-2031,https://solili.s3.amazonaws.com/media/PI-19312_thumbnail_1595962323.jpg,,19312,FIBRAMQ SAL007,/nave-en-renta/fibramq-sal007-saltillo-sal/2031/,"Ramos Arizpe, Coahuila de Zaragoza",,10733.0886267165,3.9826467,USD,,,Finsa Coahuila Industrial Park,Saltillo,True,False,5,True,False,Cohauila
109,2318,SI-2318,https://solili.s3.amazonaws.com/media/PI-28760_thumbnail_1600881760.jpg,,28760,Bodega Industrial,/nave-en-renta/bodega-industrial-saltillo-sal/2318/,"Saltillo, Coahuila de Zaragoza",,1999.82998743022,3.229173,,,,Fuera de parque,Saltillo,False,False,5,True,False,Cohauila
110,2498,SI-2498,https://solili.s3.amazonaws.com/media/PI-20139_thumbnail_1562701378.jpg,,20139,Tox Pressotechnik,/nave-en-renta/tox-pressotechnik-saltillo-sal/2498/,"Arteaga, Coahuila de Zaragoza",,4660.85279419839,,USD,,,Server Industrial Park,Saltillo,True,False,5,True,False,Cohauila
111,2608,SI-2608,https://solili.s3.amazonaws.com/media/PI-20470_thumbnail_1623355431.jpg,,20470,Derramadero Building,/nave-en-renta/grupo-antolin-saltillo-sal/2608/,"Saltillo, Coahuila de Zaragoza",,5567.12198448333,4.4132031,USD,,,Alianza Derramadero South Industrial Park,Saltillo,True,False,5,True,False,Cohauila
112,2632,SI-2632,https://solili.s3.amazonaws.com/media/PI-19678_thumbnail_1562786016.jpg,,19678,Edificio Grupo MUSA,/nave-en-renta/hines-rma-building-saltillo-sal/2632/,"Saltillo, Coahuila de Zaragoza",,10286.2249870168,3.4444512,USD,,,Fuera de parque,Saltillo,False,False,5,True,False,Cohauila
113,2675,SI-2675,https://solili.s3.amazonaws.com/media/PI-19302_thumbnail_1616012096.jpg,,19302,MPA Finsa Coahuila,/nave-en-renta/grainger-saltillo-sal/2675/,"Ramos Arizpe, Coahuila de Zaragoza",,12334.7370983221,4.305564,USD,,,Finsa Coahuila Industrial Park,Saltillo,True,False,5,True,False,Cohauila
114,2840,SI-2840,https://solili.s3.amazonaws.com/media/PI-29070_thumbnail_1624635422.jpg,,29070,Industrial Building Fresnos,/nave-en-renta/industrial-building-fresnos-saltillo-sal/2840/,"Ramos Arizpe, Coahuila de Zaragoza",,755.952065745626,3.9826467,USD,,,Zona industrial Ramos Arizpe,Saltillo,True,False,5,True,False,Cohauila
115,2844,SI-2844,https://solili.s3.amazonaws.com/media/PI-20089_thumbnail_1562631100.jpg,,20089,Estafeta,/nave-en-renta/estafeta-saltillo-sal/2844/,"Arteaga, Coahuila de Zaragoza",,2749.93009045969,3.229173,USD,,,Fuera de parque,Saltillo,False,False,5,True,False,Cohauila
116,2887,SI-2887,https://solili.s3.amazonaws.com/media/PI-19305_thumbnail_1562369165.jpg,,19305,FIBRAMQ SAL 006,/nave-en-renta/nave-sal006-saltillo-sal/2887/,"Ramos Arizpe, Coahuila de Zaragoza",,4766.11194259335,3.9826467,USD,,,Finsa Coahuila Industrial Park,Saltillo,True,False,5,True,False,Cohauila
117,2961,SI-2961,https://solili.s3.amazonaws.com/media/SI-2961_thumbnail_1635185958.jpg,,18638,Nave II Amistad Ramos Arizpe,/nave-en-venta/nave-ii-amistad-ramos-arizpe-saltillo-sal/2961/,"Ramos Arizpe, Coahuila de Zaragoza",,8749.99976774239,3.5520903,USD,411.42,USD,Amistad Ramos Arizpe Industrial Park,Saltillo,False,False,5,True,True,Cohauila
118,3063,SI-3063,https://solili.s3.amazonaws.com/media/PI-29304_thumbnail_1648589069.jpg,,29304,Inventory M20,/nave-en-renta/inventory-m20-saltillo-sal/3063/,"Ramos Arizpe, Coahuila de Zaragoza",,18849.1914183601,4.6284813,USD,,,Santa Maria Industrial Park,Saltillo,True,False,5,True,False,Cohauila
119,3075,SI-3075,https://solili.s3.amazonaws.com/media/PI-29313_thumbnail_1643225967.jpg,,29313,Spec I,/nave-en-renta/spec-i-saltillo-sal/3075/,"Ramos Arizpe, Coahuila de Zaragoza",,15612.9138946721,,,,,Vynmsa Ramos Arizpe III,Saltillo,True,False,5,True,False,Cohauila
120,3172,SI-3172,https://solili.s3.amazonaws.com/media/PI-18726_thumbnail_1562626500.jpg,,18726,Inventario 1,/nave-en-renta/inventario-1-amistad-ramos-arizpe-saltillo-sal/3172/,"Ramos Arizpe, Coahuila de Zaragoza",,1399.95596395734,3.4444512,USD,,,Amistad Ramos Arizpe Industrial,Saltillo,True,False,5,True,False,Cohauila
121,3177,SI-3177,https://solili.s3.amazonaws.com/media/PI-19310_thumbnail_1647992812.jpg,,19310,FIBRAMQ SAL 004,/nave-en-renta/nave-3-finsa-saltillo-sal/3177/,"Ramos Arizpe, Coahuila de Zaragoza",,6929.91673100202,4.1979249,USD,,,Finsa Coahuila Industrial Park,Saltillo,False,False,5,True,False,Cohauila
122,3275,SI-3275,"https://maps.googleapis.com/maps/api/staticmap?center=25.251082581299,-101.11992163517994&zoom=18&scale=false&size=300x200&maptype=satellite&format=png&style=feature:all|element:all|visibility:simplified|hue:0x0081ff&visual_refresh=true&markers=%7C25.251082581299,-101.11992163517994&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,31501,Nave L2,/nave-en-renta/nave-l2-saltillo-sal/3275/,"Saltillo, Coahuila",,4827.8924665851,,,,,Parque Industrial Derramadero,Saltillo,True,False,5,True,False,Cohauila
123,3277,SI-3277,"https://maps.googleapis.com/maps/api/staticmap?center=25.511248783738914,-100.99483590576553&zoom=18&scale=false&size=300x200&maptype=satellite&format=png&style=feature:all|element:all|visibility:simplified|hue:0x0081ff&visual_refresh=true&markers=%7C25.511248783738914,-100.99483590576553&key=AIzaSyC8dEOt7Qx6gIEnnxWuImXd5ALEUTBp85w",,31503,Spec IV,/nave-en-renta/spec-iv-saltillo-sal/3277/,"Saltillo, Coahuila de Zaragoza",,4231.91944191284,,,,,Vynmsa Ramos Arizpe Sector II,Saltillo,True,False,5,True,False,Cohauila
124,3320,SI-3320,https://solili.s3.amazonaws.com/media/PI-18767_thumbnail_1563316730.jpg,,18767,Bodega 1-7,/nave-en-renta/bodega-1-7-saltillo-sal/3320/,"Ramos Arizpe, Coahuila de Zaragoza",,1099.97203618388,3.4444512,USD,,,Amistad Ramos Arizpe Industrial Park,Saltillo,True,False,5,True,False,Cohauila
125,3323,SI-3323,https://solili.s3.amazonaws.com/media/PI-31543_thumbnail_1657833791.jpg,,31543,Edificio C,/nave-en-renta/edificio-c-saltillo-sal/3323/,"Arteaga, Coahuila de Zaragoza",,2500.02090318481,4.1979249,USD,,,Star Industrial Park,Saltillo,True,False,5,True,False,Cohauila
126,2750,SI-2750,https://solili.s3.amazonaws.com/media/PI-13448_thumbnail_1624049536.jpg,Prologis,13448,Vallejo DC 2,/nave-en-renta/nave-poniente-148-no-923-ciudad-de-mexico-cdmx/2750/,"Azcapotzalco, Ciudad de México",,8905.0,9.9,USD,,,Industrial Vallejo,Ciudad de México,True,False,-1,True,False,Ciudad de mexico
127,3031,SI-3031,https://solili.s3.amazonaws.com/media/PI-29263_thumbnail_1639613358.jpg,Colliers,29263,Ignacio Allende 21,/nave-en-renta/ignacio-allende-21-ciudad-de-mexico-cdmx/3031/,"Miguel Hidalgo, Ciudad de México",,2920.0,136.99,MXN,,,Fuera de Parque,Ciudad de México,True,False,0,True,False,Ciudad de mexico
128,3050,SI-3050,https://solili.s3.amazonaws.com/media/PI-29295_thumbnail_1640645595.jpg,Colliers,29295,Ermita 66,/nave-en-renta/ermita-66-ciudad-de-mexico-cdmx/3050/,"Benito Juárez, Ciudad de México",,760.0,190.79,MXN,,,Fuera de Parque,Ciudad de México,True,False,0,True,False,Ciudad de mexico
129,3329,SI-3329,https://solili.s3.amazonaws.com/media/PI-31550_thumbnail_1655825771.jpg,Colliers,31550,Nave Nicolás Bravo,/nave-en-renta/nave-nicolas-bravo-ciudad-de-mexico-cdmx/3329/,"Iztapalapa, Ciudad de México",,3737.0,163.23,MXN,,,Fuera de Parque,Ciudad de México,True,False,0,True,False,Ciudad de mexico
130,888,SI-888,https://solili.s3.amazonaws.com/media/PI-16663_thumbnail_1565038149.jpg,,16663,CEDIS Atlampa,/nave-en-renta/cedis-atlampa-ciudad-de-mexico-cdmx/888/,"Cuauhtémoc, Ciudad de México",,31215.0,9.0,USD,,,Fuera de Parque,Ciudad de México,False,False,5,True,False,Ciudad de mexico
131,2093,SI-2093,https://solili.s3.amazonaws.com/media/PI-13441_thumbnail_1596132203.jpg,,13441,Bodegas B,/nave-en-renta/bodegas-b-ciudad-de-mexico-cdmx/2093/,"Gustavo A. Madero, Ciudad de México",,853.0,120.0,MXN,,,Nueva Industrial Vallejo,Ciudad de México,True,False,5,True,False,Ciudad de mexico
132,2742,SI-2742,https://solili.s3.amazonaws.com/media/PI-27501_thumbnail_1619633161.jpg,,27501,CPA Santa Lucía,/nave-en-renta/importacion-colombres-ciudad-de-mexico-cdmx/2742/,"Azcapotzalco, Ciudad de México",,11300.0,8.9,USD,,,Zona Industrial Vallejo,Ciudad de México,True,False,5,True,False,Ciudad de mexico
133,3159,SI-3159,https://solili.s3.amazonaws.com/media/PI-30230_thumbnail_1646953677.jpg,,30230,Bodega Cuitláhuac Park,/nave-en-venta/bodega-cuitlahuac-park-ciudad-de-mexico-cdmx/3159/,"Azcapotzalco, Ciudad de México",5500.0,13666.34,200.0,MXN,1500.0,USD,Zona Industrial Atlampa-Santa María,Ciudad de México,True,False,5,True,True,Ciudad de mexico
134,1185,SI-1185,https://solili.s3.amazonaws.com/media/PI-20365_thumbnail_1599595943.jpg,NAI Mexico,20365,Spec 3,/nave-en-renta/spec-3-guanajuato-gto/1185/,"San José Iturbide, Guanajuato",,5554.95,4.5,USD,,,Opción,Guanajuato,True,False,-1,True,False,Guanajuato
135,1568,SI-1568,https://solili.s3.amazonaws.com/media/PI-25582_thumbnail_1574269979.jpg,,25582,IR01-INV,/nave-en-renta/ir01-inv-guanajuato-gto/1568/,"Irapuato, Guanajuato",,9570.0,4.3,USD,,,Parque Central Guanajuato,Guanajuato,True,False,5,True,False,Guanajuato
136,1600,SI-1600,https://solili.s3.amazonaws.com/media/PI-26484_thumbnail_1575656913.jpg,,26484,SPI 01,/nave-en-renta/spi-01-guanajuato-gto/1600/,"León, Guanajuato",,2698.0,4.0,USD,,,Advance Puerto Interior,Guanajuato,True,False,5,True,False,Guanajuato
137,1602,SI-1602,https://solili.s3.amazonaws.com/media/PI-26485_thumbnail_1575658385.jpg,,26485,SPI 03,/nave-en-renta/spi-03-guanajuato-gto/1602/,"León, Guanajuato",2204.0,10436.0,4.0,USD,0.0,,Advance Puerto Interior,Guanajuato,True,False,5,True,False,Guanajuato
138,1609,SI-1609,https://solili.s3.amazonaws.com/media/PI-25624_thumbnail_1575665782.jpg,,25624,Spec Fb,/nave-en-renta/spec-fb-guanajuato-gto/1609/,"Apaseo el Grande, Guanajuato",,1845.0,76.0,MXN,0.0,,Advance Apaseo,Guanajuato,True,False,5,True,False,Guanajuato
139,1612,SI-1612,https://solili.s3.amazonaws.com/media/PI-26488_thumbnail_1575666631.jpg,,26488,Spec F,/nave-en-renta/spec-fa-guanajuato-gto/1612/,"Apaseo el Grande, Guanajuato",,3451.0,80.0,MXN,0.0,,Advance Apaseo,Guanajuato,True,False,5,True,False,Guanajuato
140,1613,SI-1613,https://solili.s3.amazonaws.com/media/PI-25625_thumbnail_1575907576.jpg,,25625,Spec E,/nave-en-renta/spec-e-guanajuato-gto/1613/,"Apaseo el Grande, Guanajuato",,1250.0,80.0,MXN,0.0,,Advance Apaseo,Guanajuato,True,False,5,True,False,Guanajuato
141,1614,SI-1614,https://solili.s3.amazonaws.com/media/PI-26489_thumbnail_1575909298.jpg,,26489,Spec D,/nave-en-renta/spec-d-guanajuato-gto/1614/,"Apaseo el Grande, Guanajuato",,4166.0,80.0,MXN,0.0,,Advance Apaseo,Guanajuato,True,False,5,True,False,Guanajuato
142,1615,SI-1615,https://solili.s3.amazonaws.com/media/PI-24307_thumbnail_1586722035.jpg,,24307,Multitenant VI,/nave-en-renta/multitenant-vi-guanajuato-gto/1615/,"Silao de la Victoria, Guanajuato",,3120.0,3.9,USD,0.0,,Advance Santa Fe II,Guanajuato,True,False,5,True,False,Guanajuato
143,1617,SI-1617,https://solili.s3.amazonaws.com/media/PI-24315_thumbnail_1578431459.jpg,,24315,Multitenant II,/nave-en-renta/multitenant-ii-guanajuato-gto/1617/,"Silao de la Victoria, Guanajuato",,3072.0,3.9,USD,0.0,,Advance Santa Fe I,Guanajuato,True,False,5,True,False,Guanajuato
144,1619,SI-1619,https://solili.s3.amazonaws.com/media/PI-24314_thumbnail_1652716678.jpg,,24314,Nistrans Internacional de México,/nave-en-renta/multitenant-v-guanajuato-gto/1619/,"Silao de la Victoria, Guanajuato",3072.0,6309.0,3.9,USD,0.0,,Advance Santa Fe I,Guanajuato,True,False,5,True,False,Guanajuato
145,1621,SI-1621,https://solili.s3.amazonaws.com/media/PI-25627_thumbnail_1575919693.jpg,,25627,Spec I,/nave-en-renta/spec-i-guanajuato-gto/1621/,"Villagrán, Guanajuato",,16272.0,3.5,USD,0.0,,Advance Villagrán,Guanajuato,True,False,5,True,False,Guanajuato
146,1624,SI-1624,https://solili.s3.amazonaws.com/media/PI-24414_thumbnail_1632935389.jpg,,24414,SPEC IV VLIP,/nave-en-renta/spec-iv-vlip-guanajuato-gto/1624/,"León, Guanajuato",,4700.0,4.4,USD,,,Vynmsa León,Guanajuato,True,False,5,True,False,Guanajuato
147,1634,SI-1634,https://solili.s3.amazonaws.com/media/PI-24391_thumbnail_1575998747.jpg,,24391,PTO-06,/nave-en-renta/pto-06-guanajuato-gto/1634/,"Silao de la Victoria, Guanajuato",,8991.0,4.6,USD,,,Vesta Park Guanajuato Puerto Interior,Guanajuato,True,False,5,True,False,Guanajuato
148,1637,SI-1637,https://solili.s3.amazonaws.com/media/PI-24282_thumbnail_1575999982.jpg,,24282,PTO-07,/nave-en-renta/pto-07-guanajuato-gto/1637/,"Silao de la Victoria, Guanajuato",3679.0,14712.0,4.5,USD,0.0,,Vesta Park Guanajuato Puerto Interior,Guanajuato,True,False,5,True,False,Guanajuato
149,1653,SI-1653,https://solili.s3.amazonaws.com/media/PI-24139_thumbnail_1629754710.jpg,,24139,Building I,/nave-en-renta/building-i-guanajuato-gto/1653/,"Irapuato, Guanajuato",,9856.0,3.9,USD,,,Castro del Río,Guanajuato,True,False,5,True,False,Guanajuato
150,1654,SI-1654,https://solili.s3.amazonaws.com/media/PI-26519_thumbnail_1576191400.jpg,,26519,Barkus,/nave-en-renta/barkus-guanajuato-gto/1654/,"Villagrán, Guanajuato",,12457.0,3.45,USD,,,Villagrán Industrial Park,Guanajuato,False,False,5,True,False,Guanajuato
151,1657,SI-1657,https://solili.s3.amazonaws.com/media/PI-26524_thumbnail_1576255995.jpg,,26524,SI02-INV,/nave-en-renta/si02-inv-guanajuato-gto/1657/,"León, Guanajuato",,2918.0,4.3,USD,,,Santa Fe Puerto Interior III,Guanajuato,True,False,5,True,False,Guanajuato
152,1663,SI-1663,https://solili.s3.amazonaws.com/media/PI-25110_thumbnail_1573672369.jpg,,25110,Bajío 1,/nave-en-renta/bajio-1-guanajuato-gto/1663/,"Apaseo el Grande, Guanajuato",,17685.0,4.2,USD,,,Amexhe,Guanajuato,True,False,5,True,False,Guanajuato
153,1679,SI-1679,https://solili.s3.amazonaws.com/media/PI-26542_thumbnail_1576599718.jpg,,26542,Herramental,/nave-en-renta/nave-1-guanajuato-gto/1679/,"Silao de la Victoria, Guanajuato",,10000.0,74.0,MXN,,,Hybrid Park,Guanajuato,True,False,5,True,False,Guanajuato
154,1695,SI-1695,https://solili.s3.amazonaws.com/media/PI-26553_thumbnail_1638914461.jpg,,26553,SIL SF 03,/nave-en-renta/sil-sf-03-guanajuato-gto/1695/,"León, Guanajuato",,7890.0,4.25,USD,,,Santa Fe III Puerto Interior,Guanajuato,True,False,5,True,False,Guanajuato
155,1697,SI-1697,https://solili.s3.amazonaws.com/media/PI-26554_thumbnail_1601484736.jpg,,26554,VAS-PS-01A,/nave-en-renta/vas-ps-01a-guanajuato-gto/1697/,"Valle de Santiago, Guanajuato",,18800.0,4.15,USD,,,Parque Industrial Sendai,Guanajuato,True,False,5,True,False,Guanajuato
156,1698,SI-1698,https://solili.s3.amazonaws.com/media/PI-24229_thumbnail_1576627359.jpg,,24229,SPEC 1,/nave-en-renta/spec-1-guanajuato-gto/1698/,"Celaya, Guanajuato",3798.0,14197.0,4.35,USD,,,Amistad Celaya Sur,Guanajuato,False,False,5,True,False,Guanajuato
157,1704,SI-1704,https://solili.s3.amazonaws.com/media/PI-26558_thumbnail_1576687746.jpg,,26558,BTS-BTO,/nave-en-renta/bts-bto-guanajuato-gto/1704/,"Celaya, Guanajuato",,14181.0,,,,,Amistad Celaya Sur,Guanajuato,False,False,5,True,False,Guanajuato
158,1734,SI-1734,https://solili.s3.amazonaws.com/media/PI-24393_thumbnail_1599776316.jpg,,24393,Premium Park Silao,/nave-en-renta/suppliers-city-silao-guanajuato-gto/1734/,"León, Guanajuato",995.68,8077.0,4.15,USD,,,Santa Fé Puerto Interior,Guanajuato,True,False,5,True,False,Guanajuato
159,1789,SI-1789,https://solili.s3.amazonaws.com/media/PI-25166_thumbnail_1573757472.jpg,,25166,SPEC 2,/nave-en-renta/spec-2-guanajuato-gto/1789/,"Celaya, Guanajuato",,4945.0,4.6,USD,,,Parque Industrial Vynmsa Celaya,Guanajuato,True,False,5,True,False,Guanajuato
160,1790,SI-1790,https://solili.s3.amazonaws.com/media/PI-26653_thumbnail_1652826989.jpg,,26653,Spec A,/nave-en-renta/spec-a-guanajuato-gto/1790/,"Apaseo el Grande, Guanajuato",,4945.0,4.5,USD,,,Vynmsa Apaseo Pocket Park,Guanajuato,True,False,5,True,False,Guanajuato
161,1860,SI-1860,https://solili.s3.amazonaws.com/media/PI-26693_thumbnail_1654724285.jpg,,26693,ISK-2,/nave-en-renta/isk-2-guanajuato-gto/1860/,"Silao de la Victoria, Guanajuato",2500.0,5000.0,4.0,USD,,,Skyplus,Guanajuato,False,False,5,True,False,Guanajuato
162,1864,SI-1864,https://solili.s3.amazonaws.com/media/PI-26695_thumbnail_1584984595.jpg,,26695,QU01-INV,/nave-en-renta/qu01-inv-guanajuato-gto/1864/,"Apaseo el Grande, Guanajuato",,13750.0,4.41,USD,,,Amexhe,Guanajuato,True,False,5,True,False,Guanajuato
163,1880,SI-1880,https://solili.s3.amazonaws.com/media/PI-26700_thumbnail_1587652397.jpg,,26700,GTO-1,/nave-en-renta/gto-1-guanajuato-gto/1880/,"Irapuato, Guanajuato",,7458.0,3.81,USD,,,Castro del Río,Guanajuato,True,False,5,True,False,Guanajuato
164,1912,SI-1912,https://solili.s3.amazonaws.com/media/PI-26716_thumbnail_1588614171.jpg,,26716,Inventory Building I,/nave-en-renta/inventory-building-i-guanajuato-gto/1912/,"León, Guanajuato",,7833.0,4.41,USD,,,Parquesur Industrial León,Guanajuato,True,False,5,True,False,Guanajuato
165,1964,SI-1964,https://solili.s3.amazonaws.com/media/PI-26746_thumbnail_1591831148.jpg,,26746,Módulo 1,/nave-en-renta/modulo-1-guanajuato-gto/1964/,"Apaseo el Grande, Guanajuato",230.83,2036.0,79.73,MXN,,,Tekno Microparque Industrial,Guanajuato,True,False,5,True,False,Guanajuato
166,1965,SI-1965,https://solili.s3.amazonaws.com/media/PI-26747_thumbnail_1591890401.jpg,,26747,Módulo 2,/nave-en-renta/modulo-2-guanajuato-gto/1965/,"Apaseo el Grande, Guanajuato",127.5,2793.25,79.73,MXN,,,Tekno Microparque Industrial,Guanajuato,True,False,5,True,False,Guanajuato
167,1995,SI-1995,https://solili.s3.amazonaws.com/media/PI-25623_thumbnail_1575906068.jpg,,25623,Spec G,/nave-en-renta/spec-g-guanajuato-gto/1995/,"Apaseo el Grande, Guanajuato",1229.0,2807.0,90.0,MXN,,,Advance Apaseo,Guanajuato,True,False,5,True,False,Guanajuato
